estimator__model,estimator__model__boosting_type,estimator__model__num_leaves,estimator__model__max_depth,estimator__model__learning_rate,estimator__model__n_estimators,estimator__model__min_child_samples,estimator__model__is_unbalance,estimator__model__objective,estimator__oversampling,estimator__oversampling__sampling_strategy,estimator__oversampling__random_state,estimator__oversampling__shrinkage,estimator__imputation,estimator__scaler,postprocessor__aggregation_method,postprocessor__aggregation_index,f1_binary_split0,f2_binary_split0,recall_binary_split0,precision_binary_split0,matthews_corrcoef_split0,accuracy_split0,roc_auc_macro_split0,f1_binary_split1,f2_binary_split1,recall_binary_split1,precision_binary_split1,matthews_corrcoef_split1,accuracy_split1,roc_auc_macro_split1,f1_binary_split2,f2_binary_split2,recall_binary_split2,precision_binary_split2,matthews_corrcoef_split2,accuracy_split2,roc_auc_macro_split2,f1_binary_split3,f2_binary_split3,recall_binary_split3,precision_binary_split3,matthews_corrcoef_split3,accuracy_split3,roc_auc_macro_split3,f1_binary_mean,f2_binary_mean,recall_binary_mean,precision_binary_mean,matthews_corrcoef_mean,accuracy_mean,roc_auc_macro_mean,f1_binary_max,f2_binary_max,recall_binary_max,precision_binary_max,matthews_corrcoef_max,accuracy_max,roc_auc_macro_max,f1_binary_min,f2_binary_min,recall_binary_min,precision_binary_min,matthews_corrcoef_min,accuracy_min,roc_auc_macro_min,f1_binary__threshold_split0,f2_binary__threshold_split0,recall_binary__threshold_split0,precision_binary__threshold_split0,matthews_corrcoef__threshold_split0,accuracy__threshold_split0,f1_binary__threshold_split1,f2_binary__threshold_split1,recall_binary__threshold_split1,precision_binary__threshold_split1,matthews_corrcoef__threshold_split1,accuracy__threshold_split1,f1_binary__threshold_split2,f2_binary__threshold_split2,recall_binary__threshold_split2,precision_binary__threshold_split2,matthews_corrcoef__threshold_split2,accuracy__threshold_split2,f1_binary__threshold_split3,f2_binary__threshold_split3,recall_binary__threshold_split3,precision_binary__threshold_split3,matthews_corrcoef__threshold_split3,accuracy__threshold_split3,f1_binary__threshold_mean,f2_binary__threshold_mean,recall_binary__threshold_mean,precision_binary__threshold_mean,matthews_corrcoef__threshold_mean,accuracy__threshold_mean,f1_binary__threshold_best,f2_binary__threshold_best,recall_binary__threshold_best,precision_binary__threshold_best,matthews_corrcoef__threshold_best,accuracy__threshold_best,f1_binary__threshold_worst,f2_binary__threshold_worst,recall_binary__threshold_worst,precision_binary__threshold_worst,matthews_corrcoef__threshold_worst,accuracy__threshold_worst
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,5,10,4.228295738378487,9,4,True,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.3327108382366582,24743,0.01,None,None,max,upn,0.25146886016451236,0.3627118644067796,1.0,0.16640746500777606,0.260830442793641,0.9739902463423784,0.7228040407082967,0.21699819168173598,0.25488530161427353,1.0,0.17391304347826086,0.19731244474368415,0.9739902463423784,0.6259357377761536,0.2481203007518797,0.3473684210526316,1.0,0.16808149405772496,0.2508842642164189,0.9738651994497937,0.7053834509231476,0.2968099861303745,0.3977695167286245,1.0,0.20857699805068225,0.300306048180611,0.9739869934967483,0.7329906587057012,0.2533493346821256,0.3406837759505773,1.0,0.17924475014861102,0.2523332999835888,0.9739581714078247,0.6967784720283248,0.2968099861303745,0.3977695167286245,1.0,0.20857699805068225,0.300306048180611,0.9739902463423784,0.7329906587057012,0.21699819168173598,0.25488530161427353,1.0,0.16640746500777606,0.19731244474368415,0.9738651994497937,0.6259357377761536,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.9999999660578103,0.9999999660578103,-0.4999999660578103,0.9999999660578103,0.9999999660578103,1.0000000339421897,0.6249999915144526,0.6249999915144526,-0.49999999151445257,0.6249999915144526,0.6249999915144526,1.3750000084855474,0.9999999660578103,0.9999999660578103,-0.4999999660578103,0.9999999660578103,0.9999999660578103,1.0000000339421897,0.9999999660578103,0.9999999660578103,-0.4999999660578103,0.9999999660578103,0.9999999660578103,1.0000000339421897
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,35,0,0.00026567626982448,48,3,True,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.1104832556325127,24743,2.0,None,None,min,upn,0.375886524822695,0.47218155197657397,1.0,1.0,0.37214077941824425,0.9742403401275478,0.8755258895681287,0.33333333333333326,0.40954415954415957,1.0,1.0,0.32473754020460327,0.9741152932349632,0.8256777926464344,0.36231884057971014,0.4284591194968553,1.0,1.0,0.352177601242396,0.9741152932349632,0.8389796718298056,0.3488372093023256,0.41408668730650156,1.0,0.532258064516129,0.3347313288340263,0.9744872436218109,0.8643185028248589,0.355093977009516,0.4310678795810226,1.0,0.8830645161290323,0.34594681242481745,0.9742395425548213,0.851125464217307,0.375886524822695,0.47218155197657397,1.0,1.0,0.37214077941824425,0.9744872436218109,0.8755258895681287,0.33333333333333326,0.40954415954415957,1.0,0.532258064516129,0.32473754020460327,0.9741152932349632,0.8256777926464344,0.10478707675019125,0.1023908811931801,0.09795690682430423,0.1093124491476615,0.10349929959963977,0.1093124491476615,0.10451897299981361,0.10124186861198203,0.09847819842419615,0.10947305677108124,0.10451897299981361,0.10947305677108124,0.10393503969350992,0.10282833669975497,0.09814452625241632,0.10942001616284934,0.10393503969350992,0.10772078432185929,0.10542149571698417,0.10384785286143863,0.09799096253157463,0.10771315282665271,0.10542149571698417,0.10771315282665271,0.10466564629012473,0.10257723484158893,0.09814264850812283,0.10897966872706119,0.10434370200248687,0.10855486076681369,0.10542149571698417,0.10384785286143863,0.09799096253157463,0.10771315282665271,0.10542149571698417,0.10771315282665271,0.10542149571698417,0.10384785286143863,0.09799096253157463,0.10771315282665271,0.10542149571698417,0.10771315282665271
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,182,-6,0.00013481544707985,901,11,True,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.2859263045238498,24743,2.0,None,None,mean,upn,0.3843416370106762,0.48387096774193544,1.0,0.5416666666666666,0.3773507338887506,0.9744904339127173,0.907731379065151,0.3553299492385787,0.45517720639332865,1.0,0.42857142857142855,0.3430201987267677,0.9736151056646243,0.8834756485971339,0.34511434511434513,0.4235832856325129,1.0,0.5714285714285714,0.3354470265598421,0.974615480805302,0.886581736593901,0.40336134453781514,0.46604527296937415,1.0,0.6181818181818182,0.3886478938955385,0.9756128064032016,0.9046607082888862,0.3720368189753538,0.4571691831842878,1.0,0.5399621212121212,0.36111646326772473,0.9745834566964613,0.895612368136268,0.40336134453781514,0.48387096774193544,1.0,0.6181818181818182,0.3886478938955385,0.9756128064032016,0.907731379065151,0.34511434511434513,0.4235832856325129,1.0,0.42857142857142855,0.3354470265598421,0.9736151056646243,0.8834756485971339,0.23680051577570044,0.2258074047568885,0.1979401405103284,0.28283066894799413,0.23680051577570044,0.28283066894799413,0.24733747026083241,0.2176829472023883,0.19663578298584727,0.28715341115443044,0.22480548662298194,0.28715341115443044,0.2371574902653494,0.20870397826743003,0.19679728208991729,0.2831256706344295,0.22982438106994268,0.2831256706344295,0.23783621223606247,0.21478453487102828,0.19673619838868106,0.27681208743909846,0.23783621223606247,0.27681208743909846,0.23978292213448618,0.21674471627443379,0.1970273509936935,0.28248045954398815,0.23231664892617188,0.28248045954398815,0.23783621223606247,0.21478453487102828,0.19673619838868106,0.27681208743909846,0.23783621223606247,0.27681208743909846,0.23783621223606247,0.21478453487102828,0.19673619838868106,0.27681208743909846,0.23783621223606247,0.27681208743909846
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,12,7,0.00018494637505975464,3735,140,False,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.17114900619856538,24743,0.01,None,StandardScaler(),max,upn,0.3529411764705882,0.44583640383198225,1.0,0.3853211009174312,0.3435365564602531,0.9739902463423784,0.8951393483907285,0.3669354838709677,0.4264150943396227,1.0,0.3963963963963964,0.352122345524671,0.9726147305239464,0.8494749128455317,0.3572895277207392,0.43436905516804053,1.0,0.5,0.34118071650210663,0.9738651994497937,0.8461075559749632,0.3697813121272366,0.4622157006603081,1.0,0.5135135135135135,0.35565244093373355,0.974112056028014,0.8840952920666905,0.36173687504738294,0.4422090634999884,1.0,0.44880775270683526,0.34812301485519104,0.9736455580860331,0.8687042773194784,0.3697813121272366,0.4622157006603081,1.0,0.5135135135135135,0.35565244093373355,0.974112056028014,0.8951393483907285,0.3529411764705882,0.4264150943396227,1.0,0.3853211009174312,0.34118071650210663,0.9726147305239464,0.8461075559749632,0.1684902879306196,0.14166670428222122,0.07792927452964307,0.2312301011081786,0.1684902879306196,0.28597262105138616,0.16698710290849278,0.1424382479536532,0.07779539809032321,0.20743372371261976,0.16698710290849278,0.2511752455921484,0.1605741207496571,0.1271148283707832,0.07346799244425742,0.26297946530718597,0.1605741207496571,0.26297946530718597,0.16161798761867618,0.13783335318408108,0.07615325824521997,0.2724726129831604,0.16161798761867618,0.2724726129831604,0.16441737480186142,0.13726328344768468,0.07633648082736091,0.24352897577778618,0.16441737480186142,0.2681499862334702,0.16161798761867618,0.13783335318408108,0.07615325824521997,0.2724726129831604,0.16161798761867618,0.2724726129831604,0.16161798761867618,0.13783335318408108,0.07615325824521997,0.2724726129831604,0.16161798761867618,0.2724726129831604
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,192,-18,1.0569166906433856,322,391,True,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.8335612562797283,24743,1.0,None,StandardScaler(),mean,upn,0.16688396349413298,0.2965708989805375,1.0,0.09653092006033183,0.19753786479760924,0.9739902463423784,0.773801749508676,0.29521829521829523,0.349083215796897,1.0,0.4,0.27647029398033424,0.972364636738777,0.8296975764638495,0.22641509433962262,0.3204314720812183,1.0,0.44642857142857145,0.22123322510271182,0.9731149180942854,0.8287741169705324,0.24593128390596744,0.339080459770115,1.0,0.3770491803278688,0.2337244871908277,0.9721110555277639,0.824484043498874,0.23361215923950457,0.32629151165719195,1.0,0.330002167954193,0.23224146776787075,0.9728952141758012,0.814189371610483,0.29521829521829523,0.349083215796897,1.0,0.44642857142857145,0.27647029398033424,0.9739902463423784,0.8296975764638495,0.16688396349413298,0.2965708989805375,1.0,0.09653092006033183,0.19753786479760924,0.9721110555277639,0.773801749508676,0.5833333333333333,0.5833333333333333,-3.306950264912977e-55,0.5833333333333333,0.5833333333333333,1.125,0.024918607909324104,0.0005612268175483414,-2.147237337959639e-18,0.2676985275392436,0.024918607909324104,0.4485972253736902,0.0239658074547399,0.00014070545766275402,-5.010803213006099e-18,0.5483395491679031,0.5483395491679031,0.5483395491679031,0.014099367290144469,6.5586534194412e-05,-7.996800908177634e-18,0.3992879571200899,6.5586534194412e-05,0.3992879571200899,0.16157927899688543,0.1460252130356847,-3.788710364785843e-18,0.44966484179014243,0.2891642692361887,0.6303061829154208,0.014099367290144469,6.5586534194412e-05,-7.996800908177634e-18,0.3992879571200899,6.5586534194412e-05,0.3992879571200899,0.014099367290144469,6.5586534194412e-05,-7.996800908177634e-18,0.3992879571200899,6.5586534194412e-05,0.3992879571200899
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,38,14,0.06046299464793287,11,346,False,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.48272826533834357,24743,0.01,None,None,min,upn,0.368695652173913,0.44203502919099247,1.0,0.5853658536585366,0.362144097574179,0.9748655745904714,0.8834781175622426,0.336,0.4093154551870148,1.0,0.3958333333333333,0.3200364711219941,0.9726147305239464,0.8427506863723003,0.345514950166113,0.4119223040857333,1.0,0.6363636363636364,0.36453502726337694,0.9757409028385645,0.8647566615797091,0.37231503579952263,0.4368932038834952,1.0,0.6153846153846154,0.3554373284715994,0.9754877438719359,0.8856787192327447,0.35563140953488714,0.4250414980868089,1.0,0.5582368596850305,0.35053823110778737,0.9746772379562296,0.8691660461867492,0.37231503579952263,0.44203502919099247,1.0,0.6363636363636364,0.36453502726337694,0.9757409028385645,0.8856787192327447,0.336,0.4093154551870148,1.0,0.3958333333333333,0.3200364711219941,0.9726147305239464,0.8427506863723003,0.2156155325316119,0.2156155325316119,0.16674268694308592,0.3152085389564239,0.2156155325316119,0.3152085389564239,0.22736227311473656,0.19159445555195534,0.16691247723347524,0.2813519400112477,0.22736227311473656,0.3178638400237063,0.2676070024730517,0.18173165021543314,0.1662942288561276,0.2933627978584452,0.2676070024730517,0.2933627978584452,0.24287235604078805,0.19382867018297653,0.1660322872003664,0.2874526903835931,0.24287235604078805,0.2874526903835931,0.23836429104004705,0.19569257712049423,0.1664954200582638,0.2943439918024275,0.23836429104004705,0.3034719668055421,0.24287235604078805,0.19382867018297653,0.1660322872003664,0.2874526903835931,0.24287235604078805,0.2874526903835931,0.24287235604078805,0.19382867018297653,0.1660322872003664,0.2874526903835931,0.24287235604078805,0.2874526903835931
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,26,21,1.033129330760766,92,11,True,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.5649976497202825,24743,2.0,None,StandardScaler(),min,upn,0.2551181102362205,0.32168387609213667,1.0,0.19827586206896552,0.24424831196191157,0.9739902463423784,0.652721848859832,0.278125,0.35687732342007433,1.0,0.20630372492836677,0.2702624041891976,0.9739902463423784,0.7454685231638307,0.3476070528967255,0.40892193308550184,1.0,0.46875,0.33153697196715914,0.9733650118794548,0.8175797386729184,0.36624775583482944,0.45358649789029537,1.0,0.3669724770642202,0.35734352426775684,0.9704852426213106,0.8557874417249417,0.31177447974194383,0.38526740762200207,1.0,0.31007551601538813,0.30084780309650627,0.9729576867963805,0.7678893881053808,0.36624775583482944,0.45358649789029537,1.0,0.46875,0.35734352426775684,0.9739902463423784,0.8557874417249417,0.2551181102362205,0.32168387609213667,1.0,0.19827586206896552,0.24424831196191157,0.9704852426213106,0.652721848859832,0.10975908944149715,0.10975908944149715,-2.805001806377538e-75,0.177228986610625,0.10975908944149715,1.0223497138410726,0.1190130408553069,0.07756832325983497,-8.55899642214737e-50,0.19090102328460212,0.1190130408553069,1.2289706695601155,0.20875984567153183,0.049314090676134334,-7.040313190575999e-180,0.6993698946370184,0.20875984567153183,0.6993698946370184,0.07380486363897333,0.02879435734076427,-1.4845579354950767e-303,0.4472346677165564,0.07380486363897333,0.7787157097583819,0.1278342099018273,0.06635896517955768,-2.1397491055368424e-50,0.3786836430622005,0.1278342099018273,0.9323514969491471,0.07380486363897333,0.02879435734076427,-1.4845579354950767e-303,0.4472346677165564,0.07380486363897333,0.7787157097583819,0.07380486363897333,0.02879435734076427,-1.4845579354950767e-303,0.4472346677165564,0.07380486363897333,0.7787157097583819
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,13,2,0.08801342477072373,3635,22,False,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.2962325663856148,24743,1.0,None,StandardScaler(),mean,upn,0.3434704830053667,0.44518272425249167,1.0,0.6,0.3353837215595245,0.9753657621608103,0.8848678362977375,0.36170212765957444,0.4684014869888475,1.0,0.5254237288135594,0.36123279603101127,0.9743653870201325,0.8842573846746397,0.3672456575682382,0.4449894884372809,1.0,0.5689655172413793,0.35459405985683284,0.9748655745904714,0.8794538524487433,0.3368421052631579,0.4681274900398406,1.0,0.509090909090909,0.34916849703925623,0.974112056028014,0.9121985006518903,0.3523150933740843,0.45667529742961516,1.0,0.5508700387864619,0.3500947686216562,0.974677194949857,0.8901943935182527,0.3672456575682382,0.4684014869888475,1.0,0.6,0.36123279603101127,0.9753657621608103,0.9121985006518903,0.3368421052631579,0.4449894884372809,1.0,0.509090909090909,0.3353837215595245,0.974112056028014,0.8794538524487433,0.13353070945279152,0.062169294854970726,-5.102824488781287e-05,0.5200287372071581,0.10729555264107102,0.5200287372071581,0.11687850271735584,0.07610190168435252,-8.815621106479905e-06,0.4546000808269486,0.07610190168435252,0.4546000808269486,0.19529017760300516,0.06178973701527403,-4.427205854838537e-05,0.4380711452069387,0.10931640507940252,0.4380711452069387,0.14776811294691897,0.05821541368121021,-4.2791092653750954e-05,0.4599404458300923,0.05821541368121021,0.4599404458300923,0.14836687568001788,0.06456908680895188,-3.672675429910727e-05,0.46816010226778443,0.08773231827150907,0.46816010226778443,0.14776811294691897,0.05821541368121021,-4.2791092653750954e-05,0.4599404458300923,0.05821541368121021,0.4599404458300923,0.14776811294691897,0.05821541368121021,-4.2791092653750954e-05,0.4599404458300923,0.05821541368121021,0.4599404458300923
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,59,19,8.719428475931887,2422,370,False,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.21358289578958614,24743,0.0001,None,StandardScaler(),max,upn,0.24568965517241378,0.2619485294117647,1.0,0.22265625,0.22467887390563102,0.9739902463423784,0.6242448052974117,0.23578947368421055,0.3557814485387547,1.0,0.1509433962264151,0.25102514310366664,0.9739902463423784,0.7347609301085357,0.2206405693950178,0.2607232968881413,1.0,0.17563739376770537,0.201380178225263,0.9738651994497937,0.6293656908063687,0.23848238482384826,0.22155085599194363,1.0,0.2732919254658385,0.22269408281887282,0.9739869934967483,0.6177128397732211,0.2351505207688726,0.2750010327076511,1.0,0.20563224136498975,0.22494456951335837,0.9739581714078247,0.6515210664963843,0.24568965517241378,0.3557814485387547,1.0,0.2732919254658385,0.25102514310366664,0.9739902463423784,0.7347609301085357,0.2206405693950178,0.22155085599194363,1.0,0.1509433962264151,0.201380178225263,0.9738651994497937,0.6177128397732211,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5,0.5,0.5,-0.5,0.5,0.5,1.5
"LGBMClassifier(is_unbalance=True, learning_rate=0.0001, max_depth=7,
               min_child_samples=177, n_estimators=551, num_leaves=961,
               objective='binary')",gbdt,9,-9,0.012352410156081704,61,301,True,binary,"RandomOverSampler(random_state=24743, sampling_strategy=0.7946064225565277,
                  shrinkage=1.0)",0.2064940547772528,24743,2.0,None,None,min,upn,0.35647279549718575,0.45690936106983654,1.0,0.5333333333333333,0.3512112890363662,0.9744904339127173,0.8521571348153707,0.3622047244094488,0.4172932330827067,1.0,0.45454545454545453,0.348120985836158,0.9733650118794548,0.8049816926237198,0.37052631578947365,0.41666666666666663,1.0,0.5362318840579711,0.3542626732589818,0.9744904339127173,0.8252015737621121,0.3659043659043659,0.4454022988505747,1.0,0.5223880597014925,0.3500209201200223,0.9743621810905453,0.8583517912172574,0.36377705040011854,0.43406788991744616,1.0,0.5116246829095629,0.35090396706288207,0.9741770151988587,0.835173048104615,0.37052631578947365,0.45690936106983654,1.0,0.5362318840579711,0.3542626732589818,0.9744904339127173,0.8583517912172574,0.35647279549718575,0.41666666666666663,1.0,0.45454545454545453,0.348120985836158,0.9733650118794548,0.8049816926237198,0.26671076526190873,0.23035309836941742,0.09733780063401665,0.3961765624662985,0.23035309836941742,0.3961765624662985,0.294313375533995,0.2002672727442879,0.09723320024832854,0.3727617014850151,0.294313375533995,0.3727617014850151,0.29012770928231646,0.20583877485216037,0.09794363295429839,0.3846967401515258,0.29012770928231646,0.3846967401515258,0.2928001883274737,0.20504792540966557,0.09949962797264288,0.38363805171082366,0.2928001883274737,0.38363805171082366,0.28598800960142345,0.21037676784388282,0.09800356545232161,0.38431826395341573,0.27689859287830065,0.38431826395341573,0.2928001883274737,0.20504792540966557,0.09949962797264288,0.38363805171082366,0.2928001883274737,0.38363805171082366,0.2928001883274737,0.20504792540966557,0.09949962797264288,0.38363805171082366,0.2928001883274737,0.38363805171082366
